UserID,Age,Gender,Region,Preferred_Language,Subscription_Plan,Signup_Date,Monthly_Spend_USD,Total_Watch_Hours_90,Num_Sessions_Last_30,Avg_Session_Min,Favorite_Genre,Preferred_Device,Num_Ratings,Avg_Rating,Reviews_Count,Sentiment_Score,Avg_Ad_View_Sec,Ad_Click_Rate,Implicit_Pref_Score,Top_Content_1,Top_Content_2,Top_Content_3,Last_Active_Date,Churn,Liked_Genres
200139,28,Male,UK,English,Standard,28-12-2020,7.99,51.33,6,20.53,Comedy,Mobile,9,3.55,2,1,13.67,0.088,7.83,5540,5082,5817,01-11-2025,0,Comedy;Romance
200140,34,Male,India,English,Standard,21-06-2023,7.99,44.28,9,31.91,Comedy,Desktop,5,3.06,2,0.12,15.59,0.002,5.05,5489,5775,5161,06-11-2025,0,Comedy;Documentary
200141,32,Male,India,English,Premium,15-06-2025,12.99,69.6,9,32.59,Thriller,Mobile,4,3.71,2,-0.58,10.16,0.017,6.9,5682,5618,5795,30-10-2025,0,Thriller;Drama
200142,40,Female,Australia,English,Basic,19-06-2022,3.99,28.48,9,26.71,Romance,Mobile,3,3.37,2,0.91,4.77,0.239,2.3,5140,5277,5045,09-11-2025,0,Romance;Action
200143,28,Female,India,Hindi,Basic,27-09-2022,3.99,21.5,11,35.22,Documentary,Mobile,12,3,3,1,23.32,0.003,2.14,5641,5976,5799,08-11-2025,0,Documentary;Kids
200144,32,Female,USA,French,Free,09-12-2021,0,18.29,2,30.71,Documentary,Desktop,5,3.88,2,0.8,3.96,0.001,5.02,5100,5963,5831,20-10-2025,0,Documentary;Thriller
200145,30,Male,Australia,Telugu,Basic,16-06-2021,3.99,23.79,5,35.8,Comedy,TV,12,3.37,1,-0.26,22.09,0.083,3.48,5990,5864,5880,06-11-2025,0,Comedy;Documentary
200146,40,Female,India,English,Basic,20-12-2024,3.99,15.93,2,36.22,Action,TV,4,3.43,2,-0.54,11.61,0.028,4.36,5373,5522,5678,03-11-2025,0,Action;Action
200147,19,Female,India,Spanish,Basic,18-08-2024,3.99,61.15,7,25.44,Comedy,Desktop,5,3.89,3,-0.01,19.48,0.249,8.03,5759,5574,5207,10-11-2025,0,Comedy;Documentary
200148,18,Male,India,Tamil,Standard,17-03-2025,7.99,93.91,5,31.01,Drama,TV,3,2.88,2,1,12.14,0.024,16.17,5023,5736,5108,10-11-2025,0,Drama;Horror
200149,28,Male,India,Tamil,Premium,07-10-2020,12.99,57.54,8,35.77,Romance,Tablet,3,2.76,2,-0.51,17.62,0.029,5.65,5869,5136,5504,11-11-2025,0,Romance;Comedy
200150,28,Female,India,English,Basic,02-10-2023,3.99,143.3,5,46.84,Drama,TV,5,4.2,2,0.69,14.69,0.27,28.25,5284,5736,5936,06-11-2025,0,Drama;Comedy
200151,50,Female,USA,English,Basic,19-04-2024,3.99,95.08,6,37.57,Comedy,Desktop,3,2.64,3,0.14,7.98,0.1,15.83,5113,5114,5442,27-09-2025,0,Comedy;Kids
200152,30,Female,India,English,Premium,18-10-2022,12.99,108.44,5,28.38,Comedy,Mobile,8,3.21,2,0.77,12.8,0.02,16.48,5373,5772,5065,22-10-2025,0,Comedy;Thriller
200153,24,Male,India,English,Free,11-10-2025,0,51.16,0,38.99,Action,Mobile,6,2.72,4,-0.56,11.14,0.233,54.41,5197,5157,5267,01-11-2025,0,Action;Horror
200154,20,Female,Australia,English,Free,06-06-2020,0,7.8,5,52.08,Romance,Mobile,4,3.51,2,0.05,15.86,0.152,1.48,5164,5396,5399,24-08-2025,1,Romance;Drama
200155,40,Male,UAE,English,Free,01-06-2023,0,62.33,7,44.17,Comedy,Mobile,2,4.06,1,-0.34,12.85,0.019,7.35,5893,5229,5865,02-11-2025,0,Comedy;Romance
200156,30,Male,USA,English,Standard,01-09-2020,7.99,31.03,5,40.48,Romance,Mobile,8,3.87,2,-0.3,13.72,0.021,4.66,5822,5612,5697,07-11-2025,0,Romance;Documentary
200157,26,Male,India,Tamil,Free,11-07-2024,0,86.42,3,42.26,Comedy,Mobile,7,5,2,0.64,5.84,0.144,19.5,5431,5255,5880,11-09-2025,1,Comedy;Thriller
200158,36,Female,USA,English,Premium,01-10-2020,12.99,365.96,7,49.4,Thriller,TV,3,4.45,2,-0.47,4.33,0.056,51.61,5568,5179,5224,01-11-2025,0,Thriller;Comedy
200159,20,Female,India,English,Basic,20-01-2021,3.99,163.62,4,45.76,Romance,Mobile,3,3.24,2,0.37,12.42,0.142,32.24,5010,5787,5665,09-11-2025,0,Romance;Horror
200160,18,Female,India,French,Standard,24-07-2025,7.99,86.47,9,40.67,Action,Mobile,8,3.08,3,0.23,13.09,0.123,9.39,5645,5229,5935,06-11-2025,0,Action;Comedy
200161,20,Male,India,French,Basic,26-10-2021,3.99,68.54,1,45.69,Horror,Mobile,5,5,1,-0.37,5.69,0.043,36.33,5398,5367,5289,25-10-2025,0,Horror;Documentary
200162,24,Female,Canada,Tamil,Basic,01-02-2020,3.99,71.44,9,24.18,Drama,Tablet,6,4.44,3,-0.24,15.43,0.077,6.59,5152,5031,5285,10-11-2025,0,Drama;Documentary
200163,50,Male,India,French,Standard,17-12-2022,7.99,42.46,1,19.98,Action,Mobile,9,4.15,3,0.4,15.69,0.058,18.75,5191,5108,5186,11-09-2025,1,Action;Horror
200164,20,Female,India,Hindi,Standard,19-12-2024,7.99,82.53,6,36.57,Action,Mobile,4,3.84,3,0.18,12.94,0.083,10.03,5796,5282,5226,09-11-2025,0,Action;Horror
200165,18,Male,India,French,Standard,24-06-2021,7.99,27.04,5,35.69,Kids,TV,5,3.96,2,0.22,12.09,0.009,3.65,5277,5621,5200,03-11-2025,0,Kids;Documentary
200166,24,Male,India,English,Standard,15-11-2021,7.99,170.19,5,29.56,Drama,TV,6,2.91,3,0.06,4.4,0.01,23.61,5493,5390,5504,09-11-2025,0,Drama;Kids
200167,34,Male,UAE,English,Premium,11-03-2025,12.99,121.57,10,43.26,Romance,Mobile,7,3.89,2,0.02,4.29,0.054,9.97,5243,5541,5011,05-11-2025,0,Romance;Action
200168,28,Male,UK,English,Standard,21-06-2024,7.99,131.92,3,16.37,Thriller,Mobile,3,3.84,3,0.19,14.37,0.062,35.8,5488,5529,5909,08-11-2025,0,Thriller;Romance
200169,50,Female,UK,English,Standard,03-02-2024,7.99,58.42,4,29.65,Comedy,Mobile,4,3.26,1,1,7.03,0.333,10.07,5844,5404,5837,04-11-2025,0,Comedy;Documentary
200170,28,Female,India,English,Free,18-06-2025,0,18.89,4,30.15,Thriller,Tablet,4,3.48,1,0.52,7.45,0.187,3.81,5276,5170,5498,09-09-2025,1,Thriller;Kids
200171,36,Male,India,Hindi,Free,24-02-2024,0,8.24,8,18.64,Comedy,Mobile,1,4.71,2,0.12,13.67,0.076,0.82,5190,5878,5979,04-08-2025,1,Comedy;Horror
200172,32,Female,India,Tamil,Basic,10-11-2024,3.99,22.9,8,49.95,Thriller,Mobile,5,3.72,2,-0.45,24.23,0.02,2.56,5627,5175,5277,05-11-2025,0,Thriller;Documentary
200173,34,Male,India,Hindi,Standard,09-10-2024,7.99,50.32,7,21.41,Documentary,Mobile,4,5,3,-0.05,9.62,0.04,6.92,5864,5074,5003,29-10-2025,0,Documentary;Thriller
200174,34,Female,India,English,Basic,11-09-2020,3.99,69.02,4,29.12,Thriller,Mobile,1,2.76,3,-0.35,24.3,0.311,12.51,5307,5454,5922,30-10-2025,0,Thriller;Drama
200175,40,Female,UK,Telugu,Basic,12-02-2021,3.99,53.66,6,44.08,Action,TV,3,3.49,3,-0.28,11.54,0.119,7.2,5870,5509,5929,05-11-2025,0,Action;Action
200176,45,Female,India,Hindi,Premium,24-09-2022,12.99,86.57,6,41.46,Thriller,Mobile,7,2.87,2,-0.92,15.38,0.03,13.47,5296,5240,5862,09-11-2025,0,Thriller;Horror
200177,20,Male,India,English,Premium,20-01-2021,12.99,118.78,5,23.92,Drama,Mobile,0,3.07,1,0.19,17.76,0.13,20.16,5234,5096,5790,04-11-2025,0,Drama;Romance
200178,28,Female,India,Hindi,Premium,18-07-2025,12.99,65.39,4,41.82,Drama,Mobile,9,3.3,2,1,18.2,0.099,10.96,5341,5514,5574,31-10-2025,0,Drama;Action
200179,18,Female,India,English,Basic,26-03-2023,3.99,66.11,4,37.9,Thriller,Mobile,5,3.99,2,0.32,14.03,0.017,14.59,5593,5202,5005,05-11-2025,0,Thriller;Kids
200180,22,Male,India,English,Standard,06-09-2021,7.99,66.48,5,58.33,Comedy,Mobile,4,3.96,3,0.64,10.62,0.019,10.09,5193,5037,5915,11-11-2025,0,Comedy;Horror
200181,45,Male,Australia,Spanish,Basic,17-10-2022,3.99,45.84,7,39.04,Drama,Desktop,0,3.39,1,0.78,16.97,0.26,5.47,5883,5091,5521,11-11-2025,0,Drama;Documentary
200182,22,Female,UAE,English,Basic,28-08-2023,3.99,21.35,5,33.59,Thriller,TV,6,2.46,2,0.03,14.54,0.06,3.2,5364,5233,5570,08-11-2025,0,Thriller;Drama
200183,50,Female,Canada,English,Basic,26-11-2020,3.99,30.24,6,26.43,Comedy,Desktop,6,4.69,1,0.07,9.38,0.029,4.39,5924,5659,5280,10-11-2025,0,Comedy;Documentary
200184,24,Female,India,Spanish,Basic,15-04-2020,3.99,5.52,8,27.56,Comedy,Desktop,2,3.63,3,-0.64,20.45,0.092,0.66,5950,5809,5423,19-10-2025,0,Comedy;Horror
200185,28,Female,India,Hindi,Basic,02-10-2021,3.99,18.67,5,26.74,Thriller,TV,3,3.13,1,0.32,14.74,0.097,3.49,5258,5912,5972,10-11-2025,0,Thriller;Comedy
200186,28,Female,India,English,Standard,14-11-2024,7.99,115.98,4,48.71,Drama,Mobile,5,3.96,1,0.23,7.5,0.007,27.11,5977,5253,5238,06-11-2025,0,Drama;Kids
200187,45,Male,India,English,Free,19-02-2021,0,14.51,4,35.18,Kids,TV,7,3.92,6,-0.31,6.8,0.233,2.74,5511,5371,5317,30-10-2025,0,Kids;Documentary
200188,36,Male,UAE,English,Standard,25-07-2024,7.99,74.44,7,40.65,Documentary,Desktop,5,3.61,2,0.89,23.75,0.281,10.92,5231,5724,5127,26-10-2025,0,Documentary;Thriller
200189,45,Male,India,Hindi,Standard,06-07-2024,7.99,26.73,7,50.14,Romance,TV,5,3.89,1,-0.27,9.04,0.014,3.5,5014,5444,5304,05-11-2025,0,Romance;Thriller
200190,22,Female,India,English,Basic,22-04-2021,3.99,74.08,8,11.42,Drama,Mobile,6,3.11,2,1,16.52,0.017,7.87,5014,5441,5749,10-11-2025,0,Drama;Kids
200191,45,Male,India,English,Basic,22-03-2020,3.99,56.1,9,47.79,Romance,Mobile,3,4.26,2,0.44,14.26,0.114,6.48,5556,5996,5731,08-11-2025,0,Romance;Drama
200192,28,Female,India,French,Basic,04-06-2024,3.99,12.67,1,35.55,Romance,Desktop,5,3.2,0,0.19,16.31,0.076,6.54,5210,5064,5178,06-11-2025,0,Romance;Documentary
200193,36,Female,UK,Hindi,Standard,11-03-2020,7.99,108.16,12,39.35,Romance,TV,4,3.44,3,1,23.47,0.002,8.17,5040,5005,5830,07-11-2025,0,Romance;Thriller
200194,20,Female,India,English,Basic,14-02-2021,3.99,93.75,3,26.72,Drama,Tablet,3,4.19,2,-1,17.98,0.007,18.86,5034,5658,5490,07-11-2025,0,Drama;Thriller
200195,26,Male,India,Hindi,Free,12-04-2022,0,13.67,11,27.45,Action,Mobile,7,4.52,4,0.03,17.01,0.046,1.24,5747,5072,5437,10-11-2025,0,Action;Documentary
200196,40,Female,India,Hindi,Free,10-08-2025,0,22.86,5,39.89,Documentary,Mobile,4,4.75,3,-0.06,10.82,0.071,3.17,5833,5397,5661,18-10-2025,0,Documentary;Action
200197,19,Male,India,English,Standard,16-05-2024,7.99,22.77,3,58.85,Thriller,Mobile,7,4.43,3,0.09,8.01,0.286,5.21,5234,5617,5038,11-11-2025,0,Thriller;Drama
200198,34,Female,UK,English,Premium,02-11-2025,12.99,129.31,0,45.03,Action,TV,6,3.61,1,0.34,26.52,0.012,153.19,5786,5330,5630,06-11-2025,0,Action;Kids
200199,45,Male,Canada,Telugu,Basic,12-01-2020,3.99,40.89,12,47.66,Thriller,Mobile,4,2.88,1,0.07,11.75,0.052,2.71,5880,5548,5483,03-10-2025,0,Thriller;Horror
200200,50,Male,Canada,English,Standard,11-06-2025,7.99,56.95,4,33.08,Thriller,Mobile,4,4.64,5,1,11.36,0.019,10.53,5290,5147,5992,01-11-2025,0,Thriller;Action
200201,32,Female,UK,Hindi,Standard,07-10-2021,7.99,49.91,2,29,Drama,Tablet,3,4.62,1,0.46,13.73,0.14,19.51,5855,5415,5315,07-11-2025,0,Drama;Horror
200202,24,Male,India,English,Premium,08-04-2024,12.99,174.32,8,27.19,Action,Mobile,5,3.4,1,0.49,13.15,0.031,18.11,5433,5768,5484,10-11-2025,0,Action;Thriller
200203,26,Male,USA,English,Standard,09-04-2024,7.99,216.88,3,30.12,Drama,Desktop,4,4.35,3,0.48,21.56,0.05,50.5,5848,5740,5097,09-10-2025,0,Drama;Kids
200204,40,Female,India,English,Standard,28-04-2021,7.99,132.71,4,14.47,Thriller,Mobile,10,3.6,2,-0.57,15.24,0.037,28.11,5979,5349,5939,11-11-2025,0,Thriller;Kids
200205,40,Female,India,English,Standard,29-10-2025,7.99,102.54,4,27.75,Comedy,Desktop,8,4.7,6,0.32,4.14,0.043,17.48,5741,5365,5017,31-10-2025,0,Comedy;Documentary
200206,40,Female,UAE,English,Premium,21-05-2020,12.99,48.03,6,29.4,Thriller,Mobile,2,3.49,1,0.34,8.04,0.022,8.16,5892,5791,5837,21-10-2025,0,Thriller;Kids
200207,40,Female,India,English,Basic,10-09-2020,3.99,23.79,9,33.25,Drama,Desktop,3,4.99,4,-0.47,12.06,0.222,2.16,5951,5416,5940,11-11-2025,0,Drama;Romance
200208,22,Female,Canada,Telugu,Basic,29-02-2020,3.99,21.64,10,36.32,Action,Desktop,7,4.27,1,0.73,18.15,0.058,2.19,5318,5625,5980,30-10-2025,0,Action;Documentary
200209,50,Male,India,French,Free,20-12-2024,0,21.17,5,38.62,Romance,Mobile,4,4.88,2,-1,2.88,0.16,3.23,5640,5507,5447,07-07-2025,1,Romance;Romance
200210,50,Male,USA,Tamil,Standard,20-10-2024,7.99,39.01,6,34.85,Drama,Mobile,6,3.52,1,1,14.96,0.01,5.07,5838,5523,5279,01-11-2025,0,Drama;Action
200211,36,Male,USA,Telugu,Standard,16-06-2022,7.99,88.68,5,29.19,Drama,Mobile,4,4.04,4,0.18,16.39,0.255,12.16,5408,5706,5871,06-11-2025,0,Drama;Comedy
200212,34,Female,Canada,English,Free,08-09-2021,0,6.58,8,15.37,Drama,TV,5,3.22,0,-0.31,17.29,0.059,0.62,5721,5736,5452,22-10-2025,0,Drama;Documentary
200213,28,Female,USA,French,Standard,11-12-2024,7.99,41.22,8,29.25,Documentary,Desktop,5,4.31,1,0.57,11.52,0.026,4.62,5816,5250,5666,03-11-2025,0,Documentary;Comedy
200214,40,Male,USA,English,Basic,06-06-2021,3.99,4.98,5,25.28,Thriller,Mobile,9,4.34,2,0.58,18.3,0.026,0.86,5080,5901,5606,30-08-2025,1,Thriller;Drama
200215,32,Male,India,French,Free,14-03-2023,0,52.08,6,39.66,Thriller,TV,4,5,0,1,7.11,0.012,8.38,5807,5249,5944,03-11-2025,0,Thriller;Romance
200216,28,Female,India,French,Premium,31-03-2024,12.99,53.57,6,44.09,Drama,Mobile,1,4.09,1,1,17.67,0.124,6.31,5176,5351,5687,11-11-2025,0,Drama;Horror
200217,50,Male,India,Hindi,Basic,04-11-2024,3.99,119.89,8,44.39,Action,Desktop,4,4.23,0,-0.6,11.63,0.011,12.55,5745,5269,5814,09-11-2025,0,Action;Kids
200218,18,Female,UK,French,Free,30-10-2025,0,46.43,6,42.57,Documentary,Tablet,6,3.52,2,0.04,12.26,0.007,5.84,5838,5854,5029,12-09-2025,1,Documentary;Romance
200219,18,Female,India,Hindi,Standard,13-01-2020,7.99,7.15,6,33.66,Documentary,Mobile,3,4.12,2,-0.35,12.19,0.013,0.96,5848,5448,5546,10-11-2025,0,Documentary;Action
200220,32,Female,USA,English,Standard,28-04-2020,7.99,15.61,5,29.78,Action,Mobile,4,3.57,3,0.65,15.9,0.074,2.45,5777,5803,5010,11-11-2025,0,Action;Kids
200221,36,Male,India,English,Free,03-05-2023,0,20.27,8,27.53,Drama,Mobile,10,3.87,2,1,5.37,0.011,2.12,5285,5083,5788,06-11-2025,0,Drama;Documentary
200222,50,Female,India,Hindi,Standard,20-04-2025,7.99,220.02,4,19.93,Drama,Mobile,9,3.9,0,-0.59,17.31,0.023,40.65,5964,5541,5984,10-11-2025,0,Drama;Thriller
200223,32,Female,UK,English,Standard,15-04-2022,7.99,24.35,6,44.92,Drama,Mobile,6,3.59,1,0.16,17.23,0.053,3.85,5956,5407,5802,23-10-2025,0,Drama;Drama
200224,22,Female,India,Hindi,Free,16-07-2022,0,32.44,8,33.25,Comedy,Mobile,7,3.84,1,-0.18,10.19,0.097,3.88,5922,5339,5101,30-08-2025,1,Comedy;Action
200225,45,Female,India,French,Free,31-12-2021,0,57.61,4,22.54,Drama,Mobile,0,3.57,4,0.71,12.01,0.113,10.79,5630,5080,5653,03-11-2025,0,Drama;Comedy
200226,32,Female,India,English,Standard,29-11-2023,7.99,134.65,5,26.74,Comedy,Mobile,6,3.57,0,0.45,6.84,0.02,19.27,5678,5095,5087,05-11-2025,0,Comedy;Documentary
200227,20,Female,Canada,Tamil,Basic,28-11-2020,3.99,35.68,11,26.33,Comedy,Mobile,2,4.45,2,0.91,5.04,0.019,3,5318,5912,5906,09-11-2025,0,Comedy;Thriller
200228,28,Male,UK,Spanish,Premium,07-05-2020,12.99,28.19,6,35.43,Kids,Mobile,3,3.91,0,-0.05,13.18,0.127,4.7,5410,5922,5470,05-11-2025,0,Kids;Kids
200229,26,Female,India,French,Standard,18-03-2021,7.99,55.3,7,45.67,Action,Mobile,13,4.01,1,0.13,13.22,0.146,5.87,5142,5259,5301,01-11-2025,0,Action;Drama
200230,30,Female,India,French,Premium,01-05-2020,12.99,141.77,4,31.52,Documentary,TV,5,2.93,1,0.44,9.98,0.159,31.22,5995,5122,5640,27-10-2025,0,Documentary;Documentary
200231,36,Male,India,Hindi,Basic,26-02-2023,3.99,64.53,6,12.47,Romance,TV,2,4.05,2,0.04,4.5,0.072,9.59,5247,5124,5206,11-11-2025,0,Romance;Thriller
200232,32,Female,UK,French,Premium,07-05-2021,12.99,11.1,8,33.11,Drama,Mobile,6,4.12,3,0.38,14.74,0.058,1.28,5177,5535,5601,30-10-2025,0,Drama;Comedy
200233,50,Female,USA,Tamil,Basic,25-04-2024,3.99,8.27,2,33.44,Romance,Mobile,6,3.56,1,0.96,9.83,0.188,3.24,5811,5953,5082,29-10-2025,0,Romance;Action
200234,24,Female,India,English,Basic,26-10-2023,3.99,80.78,5,32.75,Comedy,TV,4,5,2,1,7.5,0.054,15.92,5344,5905,5212,03-11-2025,0,Comedy;Action
200235,18,Male,India,English,Free,04-10-2024,0,8.56,0,28.73,Action,Tablet,8,2.43,1,-0.09,19.66,0.096,7.68,5264,5947,5119,09-11-2025,0,Action;Romance
200236,20,Male,India,Hindi,Free,28-02-2023,0,7.55,2,37.17,Comedy,Mobile,10,4.27,0,1,6.15,0.167,2.83,5168,5728,5860,04-11-2025,0,Comedy;Documentary
200237,34,Other,USA,English,Standard,16-02-2025,7.99,59.92,8,35.66,Horror,Mobile,9,4.23,2,-0.1,15.37,0.008,6.98,5025,5289,5136,05-11-2025,0,Horror;Kids
200238,40,Female,UK,Hindi,Basic,12-02-2021,3.99,78.4,6,34.75,Comedy,Mobile,4,4.12,5,0.72,3,0.022,10.79,5703,5462,5773,05-11-2025,0,Comedy;Horror
200239,30,Male,India,Hindi,Basic,15-08-2020,3.99,111.63,3,39.13,Comedy,Mobile,3,3.91,3,-0.1,3.38,0.028,29.76,5900,5092,5981,05-11-2025,0,Comedy;Action
200240,36,Female,India,English,Standard,03-01-2024,7.99,18.16,6,30.7,Kids,Mobile,6,4.13,2,-0.42,14.9,0.035,3.07,5527,5024,5788,10-11-2025,0,Kids;Romance
200241,26,Female,India,Hindi,Basic,03-06-2024,3.99,151.17,5,30.13,Drama,Mobile,7,4.32,3,0.93,9.98,0.215,25.37,5528,5107,5377,10-09-2025,1,Drama;Action
200242,30,Female,Australia,Tamil,Standard,23-03-2025,7.99,7.85,8,48.8,Action,TV,5,3.36,0,0.17,4.99,0.101,1.03,5310,5818,5428,10-11-2025,0,Action;Drama
200243,32,Female,India,English,Basic,25-07-2021,3.99,26.33,4,40.59,Romance,Mobile,4,3.98,3,0.97,17.7,0.319,5.57,5639,5052,5720,09-11-2025,0,Romance;Documentary
200244,22,Male,UK,English,Standard,21-03-2023,7.99,84.01,11,43.27,Documentary,Mobile,6,3.69,0,0.65,14.23,0.004,6.95,5779,5711,5314,08-11-2025,0,Documentary;Kids
200245,18,Male,USA,English,Standard,29-09-2024,7.99,20.87,9,47.26,Horror,Mobile,5,3.14,2,0.45,1,0.157,2.21,5028,5294,5404,09-11-2025,0,Horror;Comedy
200246,50,Male,India,English,Basic,28-04-2022,3.99,31.14,7,40.26,Horror,Mobile,5,4.23,0,0.53,17.76,0.304,4.05,5775,5300,5243,09-11-2025,0,Horror;Documentary
200247,18,Female,India,Spanish,Basic,27-07-2022,3.99,27.3,4,44.28,Drama,Mobile,1,3.46,2,0.85,5.62,0.182,5.29,5370,5345,5985,29-10-2025,0,Drama;Documentary
200248,34,Male,India,English,Basic,19-09-2024,3.99,7.06,8,19.21,Documentary,Mobile,6,2.9,2,0.76,1.75,0.098,0.8,5384,5382,5967,25-10-2025,0,Documentary;Thriller
200249,22,Male,USA,Hindi,Standard,02-07-2024,7.99,53.14,8,37.04,Action,Desktop,4,3.48,5,-0.04,7.08,0.057,6.38,5294,5568,5345,08-11-2025,0,Action;Comedy
200250,40,Male,UK,English,Basic,13-12-2020,3.99,21.48,3,33.17,Action,Mobile,4,3.32,1,0.45,11.75,0.217,6.1,5664,5194,5612,08-11-2025,0,Action;Comedy
200251,50,Female,USA,English,Basic,27-10-2021,3.99,18.55,9,51.78,Drama,TV,2,4.42,3,1,12.46,0.014,1.71,5479,5557,5627,24-10-2025,0,Drama;Romance
200252,28,Female,India,Telugu,Free,16-11-2023,0,19.22,2,44.28,Action,Desktop,5,3.89,0,0.23,2.19,0.007,5.16,5580,5436,5842,02-11-2025,0,Action;Romance
200253,19,Male,India,Tamil,Basic,02-04-2022,3.99,94.45,11,28.7,Horror,Mobile,4,4.63,0,-0.1,3.52,0.116,8.03,5037,5385,5424,08-11-2025,0,Horror;Drama
200254,20,Male,Australia,English,Basic,12-11-2020,3.99,80.65,7,38.73,Kids,Mobile,9,3.4,2,-0.17,7.43,0.153,10.04,5888,5855,5016,30-10-2025,0,Kids;Thriller
200255,18,Female,UK,English,Standard,27-06-2022,7.99,3.28,3,36.68,Thriller,Mobile,4,4.32,4,0.71,7.82,0.102,0.67,5547,5751,5516,07-11-2025,0,Thriller;Action
200256,24,Male,India,English,Basic,19-05-2023,3.99,69.88,7,39.54,Drama,Desktop,0,5,0,0.06,16.57,0.228,9.2,5646,5372,5266,04-09-2025,1,Drama;Action
200257,18,Male,Australia,English,Basic,19-12-2023,3.99,14.39,4,24.81,Comedy,Desktop,11,4.01,0,0.42,9.52,0.059,3.39,5878,5744,5947,23-09-2025,0,Comedy;Comedy
200258,30,Male,USA,Hindi,Standard,16-01-2022,7.99,172.94,4,38.6,Documentary,TV,8,4.32,1,0.03,16.46,0.044,33.24,5673,5978,5560,08-11-2025,0,Documentary;Horror
200259,18,Male,USA,English,Standard,01-11-2020,7.99,21.36,7,32.72,Romance,Mobile,7,4.22,2,0.9,18.57,0.004,3.09,5372,5320,5735,16-10-2025,0,Romance;Documentary
200260,36,Male,UK,English,Basic,30-01-2020,3.99,64.09,7,37.82,Thriller,TV,6,2.95,2,0.29,15.33,0.019,9.01,5736,5239,5716,08-11-2025,0,Thriller;Drama
200261,18,Female,UAE,English,Basic,21-11-2021,3.99,27.7,9,27.76,Drama,Mobile,3,4.15,0,1,1,0.007,2.4,5622,5392,5020,04-11-2025,0,Drama;Documentary
200262,19,Male,USA,Spanish,Basic,20-08-2021,3.99,53.46,10,29.15,Comedy,Mobile,5,3.98,1,1,10.18,0.125,5.42,5102,5994,5800,05-11-2025,0,Comedy;Thriller
200263,19,Female,India,French,Premium,11-02-2025,12.99,51.71,4,46.74,Thriller,Mobile,6,3.64,3,0.15,11,0.12,10.41,5355,5939,5706,27-10-2025,0,Thriller;Action
200264,40,Male,India,English,Free,09-10-2020,0,8.94,6,24.48,Kids,Mobile,3,3.27,2,1,11.67,0.166,1.49,5465,5648,5828,12-09-2025,1,Kids;Comedy
200265,26,Female,Canada,Tamil,Premium,18-08-2025,12.99,34.58,4,25.22,Action,TV,5,4.22,4,0,1,0.015,6.06,5694,5285,5011,02-11-2025,0,Action;Drama
200266,28,Female,India,English,Standard,15-12-2024,7.99,8.54,7,34.48,Comedy,Mobile,8,3.22,1,0.36,7.42,0.095,0.91,5480,5013,5020,28-10-2025,0,Comedy;Thriller
200267,24,Male,India,English,Standard,08-10-2025,7.99,118.06,10,27.28,Thriller,Mobile,6,5,3,-0.27,3.83,0.06,9.62,5910,5385,5279,06-09-2025,1,Thriller;Documentary
200268,18,Female,India,Tamil,Free,02-04-2020,0,47.9,10,26.15,Drama,Mobile,7,3.87,1,0.56,6.44,0.587,3.59,5659,5541,5895,10-11-2025,0,Drama;Comedy
200269,18,Male,India,Spanish,Basic,27-02-2020,3.99,48.85,7,36.05,Horror,Desktop,4,3.07,3,0.38,10.45,0.066,5.67,5216,5690,5333,09-11-2025,0,Horror;Comedy
200270,20,Female,USA,French,Basic,14-02-2020,3.99,51.63,5,19.95,Comedy,TV,3,3.49,1,0.51,7.55,0.037,7.86,5999,5293,5547,31-10-2025,0,Comedy;Kids
200271,50,Male,Canada,Hindi,Free,11-06-2025,0,11.57,5,24.92,Thriller,Mobile,8,3.63,1,-0.62,6.88,0,1.86,5651,5257,5401,20-10-2025,0,Thriller;Documentary
200272,19,Male,India,English,Standard,15-02-2024,7.99,62.81,6,55.54,Comedy,Mobile,1,5,1,-0.99,10.81,0.13,8.84,5327,5108,5778,06-11-2025,0,Comedy;Drama
200273,24,Male,India,Tamil,Premium,27-05-2022,12.99,41.87,9,39.59,Action,Mobile,5,3.27,3,-0.48,9.05,0.067,3.59,5941,5581,5744,03-11-2025,0,Action;Drama
200274,40,Other,India,English,Standard,15-01-2025,7.99,198.78,9,27.53,Action,Desktop,6,3.73,2,0.5,13.2,0.184,20.83,5700,5885,5038,09-11-2025,0,Action;Drama
200275,34,Female,Canada,Hindi,Standard,28-09-2023,7.99,73.02,4,39.18,Romance,Mobile,5,3.48,2,0.6,9.48,0.16,12.99,5600,5688,5974,06-11-2025,0,Romance;Drama
200276,26,Female,USA,English,Free,01-03-2022,0,14.34,2,40.67,Comedy,Mobile,5,4.1,2,0.88,2.59,0.003,4.06,5247,5183,5083,07-11-2025,0,Comedy;Thriller
200277,28,Male,India,Hindi,Basic,26-08-2023,3.99,29.18,4,44.94,Comedy,Mobile,5,3.49,1,-0.04,5.81,0.042,6.32,5698,5754,5032,01-11-2025,0,Comedy;Drama
200278,22,Female,UAE,English,Free,29-11-2022,0,26.35,0,33.73,Drama,Mobile,5,3.12,4,0.33,10.03,0.031,21.32,5088,5706,5054,01-10-2025,0,Drama;Drama
200279,28,Male,UAE,English,Standard,15-04-2020,7.99,38.45,10,44.76,Action,Desktop,6,3.68,4,-0.22,9.31,0.146,3.31,5334,5367,5737,26-10-2025,0,Action;Horror
